user	url	gpa	Semester	Year	degree	acceptance	university	majors	G	T	top
????	http://www.1point3acres.com/bbs/thread-180020-1-1.html		Fall	2016.0	MS	Rej	University of California	EE, CE			
markpen	http://www.1point3acres.com/bbs/thread-180019-1-1.html	3.6	Fall	2016.0	MS	Rej	University of California	CE	320	90	30/211
rachel_sunrui	http://www.1point3acres.com/bbs/thread-180025-1-1.html		Fall	2016.0	MS	Rej	University of California	CE			
vivian_love	http://www.1point3acres.com/bbs/thread-172338-1-1.html	0.3	Fall	2016.0	PhD	Rej	University of California	Other			
??????	http://www.1point3acres.com/bbs/thread-179998-1-1.html	3.3	Fall	2016.0	MS	Rej	University of California	EE			30/211
CxtxG330	http://www.1point3acres.com/bbs/thread-179444-1-1.html	3.8	Fall	2016.0	MS	Rej	University of California	EE	327?3.5?	107?23?	30/211
cindyzpc	http://www.1point3acres.com/bbs/thread-179946-1-1.html		Fall	2012.0	MS	Rej	University of California	EE			
??	http://www.1point3acres.com/bbs/thread-179786-1-1.html		Fall	2016.0	MS	Rej	University of California	EE			15/211
wad	http://www.1point3acres.com/bbs/thread-174524-1-1.html	5.5	Fall	2016.0	MS	AD	University of California	EE			
????	http://www.1point3acres.com/bbs/thread-179084-1-1.html	3.4	Fall	2016.0	MS	AD	University of California	Material			
????	http://www.1point3acres.com/bbs/thread-179084-1-1.html	3.4	Fall	2016.0	MS	AD	University of California	Material			
pirateshadow	http://www.1point3acres.com/bbs/thread-179715-1-1.html	3.8	Fall	2016.0	MS	Rej	University of California	EE			
aloverc	http://www.1point3acres.com/bbs/thread-179049-1-1.html	3.5	Fall	2016.0	MS	AD	University of California	Material	324+3	95	15/211
lyr1994	http://www.1point3acres.com/bbs/thread-179699-1-1.html		Fall	2016.0	MS	AD	University of California	EE			
1.9944112E7	http://www.1point3acres.com/bbs/thread-179713-1-1.html		Fall	2016.0	MS	Rej	University of California	EE			
Allen_Liu	http://www.1point3acres.com/bbs/thread-179709-1-1.html		Fall	2016.0	MS	Rej	University of California	EE			
oyaya	http://www.1point3acres.com/bbs/thread-179703-1-1.html		Fall	2016.0	MS	Rej	University of California	EE			30/211
QDHoward	http://www.1point3acres.com/bbs/thread-179704-1-1.html		Fall	2016.0	MS	Rej	University of California	EE			
joycezhou	http://www.1point3acres.com/bbs/thread-179681-1-1.html	3.9	Fall	2016.0	MS	Rej	University of California	EE			
xyt19940903	http://www.1point3acres.com/bbs/thread-179431-1-1.html		Fall	2016.0	MS	Rej	University of California	EE			
njyuanwx	http://www.1point3acres.com/bbs/thread-179375-1-1.html		Fall	2016.0	MS	Rej	University of California	EE			
?????	http://www.1point3acres.com/bbs/thread-179034-1-1.html		Fall	2016.0	MS	AD	University of California	CS			
Zero000	http://www.1point3acres.com/bbs/thread-179319-1-1.html		Fall	2016.0	MS	AD	University of California	EE			
????	http://www.1point3acres.com/bbs/thread-179438-1-1.html	9.1	Fall	2016.0	MS	Rej	University of California	EE			
ysq147	http://www.1point3acres.com/bbs/thread-179432-1-1.html		Fall	2016.0	MS	Rej	University of California	EE			
?????	http://www.1point3acres.com/bbs/thread-179422-1-1.html		Fall	2016.0	MS	Rej	University of California	EE			
dj940211	http://www.1point3acres.com/bbs/thread-179429-1-1.html	6.6	Fall	2016.0	MS	Rej	University of California	EE			
uestc_songwy	http://www.1point3acres.com/bbs/thread-179379-1-1.html		Fall	2016.0	MS	Rej	University of California	EE, EE			
momo646	http://www.1point3acres.com/bbs/thread-179170-1-1.html		Fall	2016.0	MS	AD	University of California	EE, ee			
???????	http://www.1point3acres.com/bbs/thread-179398-1-1.html		Fall	2016.0	MS	Rej	University of California	EE, EE			
???????	http://www.1point3acres.com/bbs/thread-179398-1-1.html		Fall	2016.0	MS	Rej	University of California	EE, EE			
lisalei	http://www.1point3acres.com/bbs/thread-179396-1-1.html		Fall	2016.0	MS	Rej	University of California	EE			
cocoluna	http://www.1point3acres.com/bbs/thread-179389-1-1.html		Fall	2016.0	MS	Rej	University of California	EE			
zynsteve	http://www.1point3acres.com/bbs/thread-179381-1-1.html		Fall	2016.0	MS	Rej	University of California	EE			
wilsey	http://www.1point3acres.com/bbs/thread-179374-1-1.html		Fall	2016.0	MS	Rej	University of California	EE			
??	http://www.1point3acres.com/bbs/thread-179373-1-1.html	3.3	Fall	2016.0	MS	Rej	University of California	EE	320+3.5	109	30/211
chenyutong	http://www.1point3acres.com/bbs/thread-179377-1-1.html		Fall	2016.0	MS	Rej	University of California	EE			30/211
Happyustc	http://www.1point3acres.com/bbs/thread-179344-1-1.html		Fall	2016.0	MS	AD	University of California	EE			
cying	http://www.1point3acres.com/bbs/thread-178368-1-1.html	3.5	Fall	2016.0	MS	AD	University of California	Material	323	100	30/211
?????	http://www.1point3acres.com/bbs/thread-179294-1-1.html		Fall	2016.0	MS	AD	University of California	CS			
?????	http://www.1point3acres.com/bbs/thread-179294-1-1.html		Fall	2016.0	MS	AD	University of California	CS			
lym953	http://www.1point3acres.com/bbs/thread-179039-1-1.html	3.5	Fall	2016.0	MS	AD	University of California	CS	328(V158+Q170)+4.0	R29+L29+S20+W27=105	15/211
skrm	http://www.1point3acres.com/bbs/thread-173437-1-1.html		Fall	2016.0	PhD	Offer	University of California	CivilEng, Structures	157+170 3.0	96 (20)	30/211
jimmy94z	http://www.1point3acres.com/bbs/thread-179036-1-1.html		Fall	2016.0	MS	AD	University of California	CS			
JackXia	http://www.1point3acres.com/bbs/thread-174904-1-1.html	9.2	Fall	2016.0	MS	AD	University of California	CS, ECE, UMich, CS			
fenglifelicity	http://www.1point3acres.com/bbs/thread-175565-1-1.html	4.7	Fall	2016.0	MS	AD	University of California	CivilEng			
Vikky	http://www.1point3acres.com/bbs/thread-178804-1-1.html	6.4	Fall	2016.0	PhD	Rej	University of California	ME	322+3.0	109	30/211
gabrielle	http://www.1point3acres.com/bbs/thread-174947-1-1.html		Fall	2016.0	MS	AD	University of California	CS			
yvonne2022	http://www.1point3acres.com/bbs/thread-178204-1-1.html		Fall	2016.0	MS	AD	University of California	Material	324+3	98	30/211
zephyrlv	http://www.1point3acres.com/bbs/thread-176298-1-1.html		Fall	2016.0	MS	AD	University of California	CivilEng, Structure			
jiangxu456	http://www.1point3acres.com/bbs/thread-177858-1-1.html	9.7	Fall	2016.0	MS	AD	University of California	CS	324+3.5	100(22)	30/211
jiaruomi	http://www.1point3acres.com/bbs/thread-177487-1-1.html		Fall	2016.0	MS	AD	University of California	CS			
zhangwengame	http://www.1point3acres.com/bbs/thread-177855-1-1.html	3.9	Fall	2016.0	MS	AD	University of California	CS			
lazywei	http://www.1point3acres.com/bbs/thread-177768-1-1.html	3.4	Fall	2016.0	MS	AD	University of California	CS			
dongxinb	http://www.1point3acres.com/bbs/thread-177495-1-1.html	3.6	Fall	2016.0	MS	AD	University of California	CS			
niloiv	http://www.1point3acres.com/bbs/thread-177807-1-1.html	3.7	Fall	2016.0	MS	AD	University of California	CS			
yuanzongzhe	http://www.1point3acres.com/bbs/thread-177787-1-1.html		Fall	2016.0	MS	AD	University of California	CS			
lyfyueye	http://www.1point3acres.com/bbs/thread-177497-1-1.html		Fall	2016.0	MS	AD	University of California	CS			
9.20403572E8	http://www.1point3acres.com/bbs/thread-177215-1-1.html	3.7	Fall	2016.0	MS	AD	University of California	Material			
firstfish1993	http://www.1point3acres.com/bbs/thread-177537-1-1.html	3.8	Fall	2016.0	MS	AD	University of California	CE			
HNAKXR	http://www.1point3acres.com/bbs/thread-177169-1-1.html		Fall	2016.0	MS	AD	University of California	Material			
gaoliscut	http://www.1point3acres.com/bbs/thread-122313-1-1.html	3.8	Fall	2015.0	PhD	Offer	University of California	EE	V150? Q168? AW3	93	30/211
gaoliscut	http://www.1point3acres.com/bbs/thread-122313-1-1.html	3.8	Fall	2015.0	PhD	Offer	University of Texas at Austin	EE	V150? Q168? AW3	93	30/211
Solomon-Z	http://www.1point3acres.com/bbs/thread-91414-1-1.html	3.0	Fall	2014.0	PhD	AD	University of California	EE	325	108	15/211
Solomon-Z	http://www.1point3acres.com/bbs/thread-91414-1-1.html	3.0	Fall	2014.0	PhD	AD	University of Texas at Austin	EE	325	108	15/211
guagua_MEMS	http://www.1point3acres.com/bbs/thread-180032-1-1.html		Fall	2016.0	MS	Rej	University of California	EE, ECE 			
guagua_MEMS	http://www.1point3acres.com/bbs/thread-180032-1-1.html		Fall	2016.0	MS	Rej	University of Wisconsin–Milwaukee	EE, ECE 			
guagua_MEMS	http://www.1point3acres.com/bbs/thread-180032-1-1.html		Fall	2016.0	MS	Rej	ETH Zurich	EE, ECE 			
LambdaQ	http://www.1point3acres.com/bbs/thread-56826-1-1.html		Fall	2013.0	MS	AD	university of california	CS			
LambdaQ	http://www.1point3acres.com/bbs/thread-56826-1-1.html		Fall	2013.0	MS	AD	alberta university	CS			
LambdaQ	http://www.1point3acres.com/bbs/thread-56826-1-1.html		Fall	2013.0	MS	AD	Carnegie Mellon University	CS			
LambdaQ	http://www.1point3acres.com/bbs/thread-56826-1-1.html		Fall	2013.0	MS	AD	toronto university	CS			
sweet_julia	http://www.1point3acres.com/bbs/thread-95108-1-1.html		Fall	2014.0	PhD	Rej	University of California	EE			
sweet_julia	http://www.1point3acres.com/bbs/thread-95108-1-1.html		Fall	2014.0	PhD	Rej	University of Texas at Austin	EE			
enzosee	http://www.1point3acres.com/bbs/thread-92986-1-1.html		Fall	2014.0	MS	AD	University of California	Material			
enzosee	http://www.1point3acres.com/bbs/thread-92986-1-1.html		Fall	2014.0	MS	AD	Alabama State University	Material			
bingo1995	http://www.1point3acres.com/bbs/thread-181440-1-1.html		Fall	2016.0	MS	AD	University of California	CS			
bingo1995	http://www.1point3acres.com/bbs/thread-181440-1-1.html		Fall	2016.0	MS	AD	Brown University	CS			
OO??	http://www.1point3acres.com/bbs/thread-129268-1-1.html		Fall	2015.0	MS	Rej	University of California	EE			
OO??	http://www.1point3acres.com/bbs/thread-129268-1-1.html		Fall	2015.0	MS	Rej	California Institute of Technology	EE			
R.Wolfskin	http://www.1point3acres.com/bbs/thread-126740-1-1.html	4.2	Fall	2015.0	MS	Rej	University of California	CE	151+170+3	101	30/211
stu1130	http://www.1point3acres.com/bbs/thread-183201-1-1.html	3.7	Fall	2016.0	MS	AD	University of California	CS			
xiaosi	http://www.1point3acres.com/bbs/thread-28802-1-1.html	3.5	Fall	2012.0	PhD	Rej	University of California	EE	G:630+740(????????????????)+3	T:103(s19)	30/211
windgols	http://www.1point3acres.com/bbs/thread-128804-1-1.html		Fall	2015.0	MS	Rej	University of California	EE			
windgols	http://www.1point3acres.com/bbs/thread-128804-1-1.html		Fall	2015.0	MS	Rej	McGill University	EE			
geniuszyc	http://www.1point3acres.com/bbs/thread-63399-1-1.html		Fall	2013.0	MS	REJ	university of california	EE			
geniuszyc	http://www.1point3acres.com/bbs/thread-63399-1-1.html		Fall	2013.0	MS	AD	Nebraska Wesleyan University	EE			
??????	http://www.1point3acres.com/bbs/thread-126687-1-1.html		Fall	2015.0	MS	Rej	University of California	CS			30/211
??????	http://www.1point3acres.com/bbs/thread-126687-1-1.html		Fall	2015.0	MS	Rej	Rice University	CS			30/211
???????	http://www.1point3acres.com/bbs/thread-179929-1-1.html	3.8	Fall	2016.0	MS	Rej	University of California	EE	318	97 S22	30/211
sugarc	http://www.1point3acres.com/bbs/thread-179759-1-1.html		Fall	2016.0	MS	Rej	University of California	EE, ECE			15/211
peterlau1984	http://www.1point3acres.com/bbs/thread-129138-1-1.html		Fall	2015.0	MS	Rej	University of California	EE			15/211
peterlau1984	http://www.1point3acres.com/bbs/thread-129138-1-1.html		Fall	2015.0	MS	Rej	Alabama State University	EE			15/211
jasonshwine	http://www.1point3acres.com/bbs/thread-87345-1-1.html	3.7	Fall	2014.0			university of california	Stat/Biostat			
jasonshwine	http://www.1point3acres.com/bbs/thread-87345-1-1.html	3.7	Fall	2014.0			university of chicago	Stat/Biostat			
jasonshwine	http://www.1point3acres.com/bbs/thread-87345-1-1.html	3.7	Fall	2014.0			columbia university	Stat/Biostat			
jasonshwine	http://www.1point3acres.com/bbs/thread-87345-1-1.html	3.7	Fall	2014.0			university of illinois at urbana-champaign	Stat/Biostat			
wuyang1992	http://www.1point3acres.com/bbs/thread-128475-1-1.html		Fall	2015.0	MS	AD	University of California	CS			
??????	http://www.1point3acres.com/bbs/thread-123187-1-1.html		Fall	2014.0	MS	Rej	University of California	CS			
???	http://www.1point3acres.com/bbs/thread-33244-1-1.html	3.0	Fall	2012.0	MS	Rej	University of California	EE, EE	152 166 3.0	100?29 29 17 25?	15/211
viney	http://www.1point3acres.com/bbs/thread-32553-1-1.html		Fall	2012.0	MS	Rej	University of California	EE			
tristan88	http://www.1point3acres.com/bbs/thread-31379-1-1.html		Fall	2012.0	MS	Rej	University of California	CivilEng			
??	http://www.1point3acres.com/bbs/thread-62475-1-1.html		Fall	2013.0	MS	AD	University of California	EE			
??	http://www.1point3acres.com/bbs/thread-62475-1-1.html		Fall	2013.0	MS	AD	University of Southern California	EE			
TrinkYet	http://www.1point3acres.com/bbs/thread-118793-1-1.html		Fall	2015.0	MS	AD	University of California	CS, CS			
TrinkYet	http://www.1point3acres.com/bbs/thread-118793-1-1.html		Fall	2015.0	MS	AD	University of Southern California	CS, CS			
zhaohongbo0816	http://www.1point3acres.com/bbs/thread-85652-1-1.html		Fall	2014.0	MS	AD	University of California	CS			15/211
zhaohongbo0816	http://www.1point3acres.com/bbs/thread-85652-1-1.html		Fall	2014.0	MS	AD	University of Southern California	CS			15/211
???	http://www.1point3acres.com/bbs/thread-130668-1-1.html		Fall	2015.0			University of California	CS			
???	http://www.1point3acres.com/bbs/thread-130668-1-1.html		Fall	2015.0			Vanderbilt University	CS			
zhiting	http://www.1point3acres.com/bbs/thread-53937-1-1.html	3.4	Fall	2013.0	PhD	Rej	University of California	ME			
zhiting	http://www.1point3acres.com/bbs/thread-53937-1-1.html	3.4	Fall	2013.0	PhD	Rej	Cornell University	ME			
owenximon	http://www.1point3acres.com/bbs/thread-173560-1-1.html	4.0	Fall	2016.0	MS	AD	university of california	EE			
owenximon	http://www.1point3acres.com/bbs/thread-173560-1-1.html	4.0	Fall	2016.0	MS	AD	Nebraska Wesleyan University	EE			
???	http://www.1point3acres.com/bbs/thread-126715-1-1.html	3.8	Fall	2015.0	MS	Rej	University of California	CS			30/211
Alex-	http://www.1point3acres.com/bbs/thread-125093-1-1.html	3.9	Fall	2015.0	PhD	Rej	university of california	ME, MS Ad , CMU; PhD Rej 			
Alex-	http://www.1point3acres.com/bbs/thread-125093-1-1.html	3.9	Fall	2015.0	PhD	Rej	university of minnesota	ME, MS Ad , CMU; PhD Rej 			
diyt	http://www.1point3acres.com/bbs/thread-63404-1-1.html		Fall	2013.0	MS	AD	university of california	EE			
diyt	http://www.1point3acres.com/bbs/thread-63404-1-1.html		Fall	2013.0	MS	AD	'university of maryland, college park'	EE			
abide	http://www.1point3acres.com/bbs/thread-63842-1-1.html		Fall	2013.0	MS	Rej	'university of california, san diego'	CS, VLIS,IIS,MSIN, CMU, CS			
abide	http://www.1point3acres.com/bbs/thread-63842-1-1.html		Fall	2013.0	MS	Rej	brown university	CS, VLIS,IIS,MSIN, CMU, CS			
abide	http://www.1point3acres.com/bbs/thread-63842-1-1.html		Fall	2013.0	MS	Rej	university of illinois at urbana-champaign	CS, VLIS,IIS,MSIN, CMU, CS			
jty2005	http://www.1point3acres.com/bbs/thread-179519-1-1.html		Fall	2016.0	MS	AD	'university of california, san diego'	CS			
jty2005	http://www.1point3acres.com/bbs/thread-179519-1-1.html		Fall	2016.0	MS	AD	carnegie mellon university	CS			
Chris_lei	http://www.1point3acres.com/bbs/thread-87278-1-1.html		Fall	2014.0	PhD	Rej	'university of california, san diego'	Earth			
Chris_lei	http://www.1point3acres.com/bbs/thread-87278-1-1.html		Fall	2014.0	PhD	Rej	purdue university	Earth			
Chris_lei	http://www.1point3acres.com/bbs/thread-87278-1-1.html		Fall	2014.0	PhD	Rej	college of san mateo	Earth			
chenmufeng	http://www.1point3acres.com/bbs/thread-129130-1-1.html		Fall	2015.0	PhD	Rej	'university of california, san diego'	CS			15/211
chenmufeng	http://www.1point3acres.com/bbs/thread-129130-1-1.html		Fall	2015.0	PhD	Rej	texas a&m university	CS			15/211
wujizhiyi1	http://www.1point3acres.com/bbs/thread-122974-1-1.html		Fall	2015.0	MS	AD	'University of California, Santa Barbara'	EE			
wujizhiyi1	http://www.1point3acres.com/bbs/thread-122974-1-1.html		Fall	2015.0	MS	AD	Georgia Institute of Technology	EE			
wujizhiyi1	http://www.1point3acres.com/bbs/thread-122974-1-1.html		Fall	2015.0	MS	AD	cornell university	EE			
Iceman001	http://www.1point3acres.com/bbs/thread-121896-1-1.html		Fall	2015.0	PhD	WaitingList	'university of california, san diego'	Math/AppliedMath, 			
Iceman001	http://www.1point3acres.com/bbs/thread-121896-1-1.html		Fall	2015.0	PhD	WaitingList	university of illinois at urbana-champaign	Math/AppliedMath, 			
Fanyare	http://www.1point3acres.com/bbs/thread-33027-1-1.html		Fall	2012.0	MS	Rej	'university of california, san diego'	CS			
Fanyare	http://www.1point3acres.com/bbs/thread-33027-1-1.html		Fall	2012.0	MS	Rej	university of pennsylvania	CS			
Fanyare	http://www.1point3acres.com/bbs/thread-33027-1-1.html		Fall	2012.0	MS	Rej	duke university	CS			
fzhw0912	http://www.1point3acres.com/bbs/thread-173856-1-1.html		Fall	2016.0	MS	AD	'university of california, san diego'	CS			
fzhw0912	http://www.1point3acres.com/bbs/thread-173856-1-1.html		Fall	2016.0	MS	AD	university of wisconsin	CS			
lucyjuicy	http://www.1point3acres.com/bbs/thread-126714-1-1.html		Fall	2015.0	MS	Rej	'university of california, san diego'	CS	321?3	105	15/211
lucyjuicy	http://www.1point3acres.com/bbs/thread-126714-1-1.html		Fall	2015.0	MS	Rej	brown university	CS	321?3	105	15/211
lucyjuicy	http://www.1point3acres.com/bbs/thread-126714-1-1.html		Fall	2015.0	MS	Rej	Worcester Polytechnic Institute	CS	321?3	105	15/211
Ciwwa4	http://www.1point3acres.com/bbs/thread-91420-1-1.html	6.4	Fall	2014.0	MS	Rej	'university of california, san diego'	EE	322	102	15/211
Ciwwa4	http://www.1point3acres.com/bbs/thread-91420-1-1.html	6.4	Fall	2014.0	MS	Rej	columbia university	EE	322	102	15/211
Michael_Zhao	http://www.1point3acres.com/bbs/thread-181393-1-1.html	3.5	Fall	2016.0	PhD	Rej	'university of california, san diego'	ME			
Michael_Zhao	http://www.1point3acres.com/bbs/thread-181393-1-1.html	3.5	Fall	2016.0	PhD	Rej	johns hopkins university	ME			
7777CBE	http://www.1point3acres.com/bbs/thread-176920-1-1.html		Fall	2016.0	MS	Rej	'university of california, san diego'	Chem/CEng, ChemE			
7777CBE	http://www.1point3acres.com/bbs/thread-176920-1-1.html		Fall	2016.0	MS	Rej	rice university	Chem/CEng, ChemE			
7777CBE	http://www.1point3acres.com/bbs/thread-176920-1-1.html		Fall	2016.0	MS	Rej	yale university	Chem/CEng, ChemE			
7777CBE	http://www.1point3acres.com/bbs/thread-176920-1-1.html		Fall	2016.0	MS	Rej	carnegie mellon university	Chem/CEng, ChemE			
7777CBE	http://www.1point3acres.com/bbs/thread-176920-1-1.html		Fall	2016.0	MS	Rej	nebraska wesleyan university	Chem/CEng, ChemE			
neverland121	http://www.1point3acres.com/bbs/thread-126848-1-1.html		Fall	2015.0	MS	Rej	'university of california, san diego'	CS			
neverland121	http://www.1point3acres.com/bbs/thread-126848-1-1.html		Fall	2015.0	MS	Rej	university of toronto	CS			
????	http://www.1point3acres.com/bbs/thread-128101-1-1.html		Fall	2015.0	MS	Rej	'university of california, san diego'	CS			
????	http://www.1point3acres.com/bbs/thread-128101-1-1.html		Fall	2015.0	MS	Rej	university of british columbia	CS			
????	http://www.1point3acres.com/bbs/thread-128101-1-1.html		Fall	2015.0	MS	Rej	university of texas	CS			
????	http://www.1point3acres.com/bbs/thread-128101-1-1.html		Fall	2015.0	MS	Rej	mcgill university	CS			
Nero_hu	http://www.1point3acres.com/bbs/thread-99712-1-1.html		Fall	2014.0	MS	Rej	'university of california, san diego'	CS			30/211
Nero_hu	http://www.1point3acres.com/bbs/thread-99712-1-1.html		Fall	2014.0	MS	Rej	'University of California, Santa Barbara'	CS			30/211
Nero_hu	http://www.1point3acres.com/bbs/thread-99712-1-1.html		Fall	2014.0	MS	Rej	'university of california, irvine'	CS			30/211
Nero_hu	http://www.1point3acres.com/bbs/thread-99712-1-1.html		Fall	2014.0	MS	Rej	university of southern california	CS			30/211
???	http://www.1point3acres.com/bbs/thread-179435-1-1.html	3.5	Fall	2016.0	MS	Rej	'university of california, san diego'	EE, EE			
???	http://www.1point3acres.com/bbs/thread-179435-1-1.html	3.5	Fall	2016.0	MS	Rej	university of washington	EE, EE			
???	http://www.1point3acres.com/bbs/thread-179435-1-1.html	3.5	Fall	2016.0	MS	Rej	texas a&m university	EE, EE			
henryhuang	http://www.1point3acres.com/bbs/thread-181391-1-1.html	8.6	Fall	2016.0	MS	AD	'university of california, san diego'	EE, EE	157+170+3	108	30/211
henryhuang	http://www.1point3acres.com/bbs/thread-181391-1-1.html	8.6	Fall	2016.0	MS	AD	columbia university	EE, EE	157+170+3	108	30/211
henryhuang	http://www.1point3acres.com/bbs/thread-181391-1-1.html	8.6	Fall	2016.0	MS	AD	cornell university	EE, EE	157+170+3	108	30/211
dxh2012	http://www.1point3acres.com/bbs/thread-167846-1-1.html	3.9	Fall	2016.0	MS	AD	'university of california, san diego'	EE	152+168+3.0	99?S20?	30/211
dxh2012	http://www.1point3acres.com/bbs/thread-167846-1-1.html	3.9	Fall	2016.0	MS	AD	northern michigan university	EE	152+168+3.0	99?S20?	30/211
Dr.wang	http://www.1point3acres.com/bbs/thread-49892-1-1.html	8.9	Fall	2013.0	PhD	Rej	'university of california, san diego'	ME	321+3.0	100?S19?	30/211
Dr.wang	http://www.1point3acres.com/bbs/thread-49892-1-1.html	8.9	Fall	2013.0	PhD	Rej	university of florida	ME	321+3.0	100?S19?	30/211
twistedlogicues	http://www.1point3acres.com/bbs/thread-63394-1-1.html		Fall	2013.0	MS	Rej	'university of california, san diego'	EE			
twistedlogicues	http://www.1point3acres.com/bbs/thread-63394-1-1.html		Fall	2013.0	MS	Rej	ohio state university	EE			
jianya	http://www.1point3acres.com/bbs/thread-85494-1-1.html	3.7	Fall	2014.0	PhD	Rej	'university of california, san diego'	Material	153+170=323  AW3.5	30+24+24+29=107	15/211
jianya	http://www.1point3acres.com/bbs/thread-85494-1-1.html	3.7	Fall	2014.0	PhD	Rej	university of pennsylvania	Material	153+170=323  AW3.5	30+24+24+29=107	15/211
huahua747	http://www.1point3acres.com/bbs/thread-176843-1-1.html	3.9	Fall	2016.0	MS	AD	'university of california, san diego'	EE	151+170+3.0	96(S22)	30/211
??xiaofan	http://www.1point3acres.com/bbs/thread-54795-1-1.html	3.5	Fall	2013.0	MS	Rej	University of Delaware	EE			
yuql216	http://www.1point3acres.com/bbs/thread-94222-1-1.html	3.5	Fall	2014.0	PhD	AD	University of Delaware	EE			
tengyang	http://www.1point3acres.com/bbs/thread-146576-1-1.html	3.1	Spring	2016.0	MS	AD	University of Delaware	EE			
superflb	http://www.1point3acres.com/bbs/thread-82516-1-1.html		Fall	2014.0	MS	AD	University of Delaware	CS, CS			
baoxun1	http://www.1point3acres.com/bbs/thread-61855-1-1.html		Fall	2013.0	PhD	Rej	University of Delaware	Material			
tweedlely	http://www.1point3acres.com/bbs/thread-54254-1-1.html	4.6	Fall	2013.0	PhD	Offer	University of Delaware	EE	154+169+3	93(17)	15/211
xinrong	http://www.1point3acres.com/bbs/thread-54721-1-1.html		Fall	2013.0	MS	AD	University of Delaware	Stat/Biostat			
Bwt_jerry	http://www.1point3acres.com/bbs/thread-130138-1-1.html	3.4	Fall	2015.0	MS	AD	University of Delaware	Stat/Biostat			
wmh	http://www.1point3acres.com/bbs/thread-129288-1-1.html		Fall	2015.0	MS	Rej	University of Delaware	Stat/Biostat			
ticktick	http://www.1point3acres.com/bbs/thread-28058-1-1.html		Fall	2012.0	PhD	Rej	University of Delaware	Material	530+800+3.0	100?22?	15/211
MilkyCx	http://www.1point3acres.com/bbs/thread-122892-1-1.html		Fall	2015.0	MS	AD	University of Delaware	Stat/Biostat			
Inersion	http://www.1point3acres.com/bbs/thread-54196-1-1.html		Fall	2013.0	PhD	Offer	University of Delaware	ME			
VDAvid	http://www.1point3acres.com/bbs/thread-53222-1-1.html		Fall	2013.0	PhD	AD	University of Delaware	CS			
Humboldts	http://www.1point3acres.com/bbs/thread-30298-1-1.html		Fall	2012.0	PhD	Rej	University of Delaware	ME			15/211
wangwei577	http://www.1point3acres.com/bbs/thread-29913-1-1.html		Fall	2012.0	PhD	AD	University of Delaware	EE			15/211
l3243519	http://www.1point3acres.com/bbs/thread-29197-1-1.html	3.8	Fall	2012.0	PhD	Offer	University of Delaware	CE, CE			
l3243519	http://www.1point3acres.com/bbs/thread-28741-1-1.html		Fall	2012.0	PhD	Offer	University of Delaware	CE, CE			
misswangyuejing	http://www.1point3acres.com/bbs/thread-114681-1-1.html	3.8	Fall	2015.0	PhD	Offer	University of Delaware	Material, MSE	157+166+3.5	100?S23?	15/211
jjooyyii	http://www.1point3acres.com/bbs/thread-93327-1-1.html		Fall	2014.0	MS	Rej	University of Delaware	Stat/Biostat			
soonweu	http://www.1point3acres.com/bbs/thread-94007-1-1.html		Fall	2014.0	PhD	AD	University of Delaware	CivilEng, Transportation			
???	http://www.1point3acres.com/bbs/thread-93049-1-1.html		Fall	2014.0	MS	Rej	University of Delaware	Stat/Biostat, Stat			
wy193777	http://www.1point3acres.com/bbs/thread-92902-1-1.html	1.1	Fall	2014.0	MS	Rej	University of Delaware	EE, EE			
sssfsx	http://www.1point3acres.com/bbs/thread-92881-1-1.html		Fall	2014.0	MS	Rej	University of Delaware	EE			
download1992	http://www.1point3acres.com/bbs/thread-181059-1-1.html		Fall	2016.0	PhD	AD	University of Delaware	CS			15/211
qiaoqiao_wdi	http://www.1point3acres.com/bbs/thread-179897-1-1.html		Fall	2016.0	MS	AD	University of Delaware	EE			
phoebe91320	http://www.1point3acres.com/bbs/thread-92890-1-1.html		Fall	2014.0	MS	Rej	University of Delaware	Stat/Biostat			
phoebe91320	http://www.1point3acres.com/bbs/thread-92890-1-1.html		Fall	2014.0	MS	Rej	Rutgers University	Stat/Biostat			
brianhantju	http://www.1point3acres.com/bbs/thread-30557-1-1.html		Fall	2012.0			university of pennsylvania	EE			
gcgl09zjq	http://www.1point3acres.com/bbs/thread-173518-1-1.html		Fall	2016.0	PhD	AD	University of Florida	CivilEng			30/211
zhangzhe1989	http://www.1point3acres.com/bbs/thread-134619-1-1.html		Fall	2015.0	MS	AD	University of Florida	EE			
Ryan77	http://www.1point3acres.com/bbs/thread-67027-1-1.html		Fall	2013.0	PhD	Offer	University of Florida	Other, ABE			
motomiya	http://www.1point3acres.com/bbs/thread-126420-1-1.html		Fall	2015.0	MS	AD	University of Florida	BME			30/211
iroyc	http://www.1point3acres.com/bbs/thread-117752-1-1.html	9.9	Fall	2015.0	MS	AD	University of Florida	Material			
zhouxiaoxiao	http://www.1point3acres.com/bbs/thread-118910-1-1.html		Fall	2015.0	MS	AD	University of Florida	CivilEng			30/211
quasimadness	http://www.1point3acres.com/bbs/thread-118980-1-1.html		Fall	2015.0	PhD	AD	University of Florida	Material			
????	http://www.1point3acres.com/bbs/thread-117373-1-1.html	3.6	Fall	2015.0	MS	AD	University of Florida	Material			
yoga625	http://www.1point3acres.com/bbs/thread-85342-1-1.html		Fall	2014.0	MS	Rej	University of Florida	ME			
